Joey,Hey.
Chandler,"Hi, my name’s Chandler. I just moved in next door and I was wondering if you would be interested in battling me in a post-apoplectic world for control of the galaxies last remaining energy source?"
Joey,"Sure, neighbor come on in."
Chandler,"So, is Janine around?"
Joey,"Uh, no, she’s at dance class."
Chandler,Can I check out what she did to my room?
Joey,"Yeah, but, hey look, don’t go through her stuff. She gets really mad."
Chandler,"Oh my God. What is th… it’s like a guy never lived in here. Look, you’ve got to be careful. This girl thing is dangerous.  It’s spreading already."
Joey,It is???
Chandler,"Yeah, is this your pretty pink pillow on the couch?"
Joey,No.
Chandler,"Is that your tiny little box, that’s too small to put anything in?"
Joey,No.
Chandler,"No! Ok, this is not good. You are a guy. Ok? This is a guys place. If you let this go, you’re going to be sitting around with your fingers soaking in stuff."
Joey,"All right, you’re right. I’ll talk to her."
Chandler,Yes talk to her. Be a man.
Joey,I’m a man.
Chandler,Defend yourself.
Joey,Hmm.
Monica,Chandler come on. We have to hem the new dust ruffle.
Chandler,Be right there sweetums.  A totally different situation.
Monica,Hey guys.
Chandler,"Hey, how was your breakfast with Hillary?"
Monica,It was okay. She’s still kind of depressed because she broke up with her boyfriend.
Chandler,"Ohh, yeah."
Ross,"Well, is this Hillary your HOT assistant chef Hillary?"
Monica,Yeah.
Ross,The one that always stares at me when I come in?
Monica,"No, the one who looked at you once because you got in her way."
Ross,"Still I could tell. She was into me.  Well, why don’t you set us up?"
Rachel,"Ohh, are you setting Ross up with someone? Does she have a wedding dress?"
Phoebe,Hey.
Rachel,Hey.
Phoebe,Rachel?
Rachel,Yeah.
Phoebe,"I’m, uhh, making up flyers trying to get new massage clients. So, can I come to Bloomingdale’s and use the copy machine."
Rachel,"Well, sure, but they might think it’s kinda weird considering I don’t work there anymore."
Phoebe,Oh my God. What happened?
Rachel,"I-I, got a job at Ralph Lauren."
Phoebe,Well that’s great! Congratulations!!
Rachel,Yeah.  A year ago..
Phoebe,You’ve lasted a whole year. Good for you.
Rachel,"But, Pheebs, you can still use the copy machine where I actually work. But, just come by at lunch so my boss doesn’t see you. Cause Kim will just freak out and she already doesn’t like me very much."
Chandler,That’s weird. I don’t think my boss likes me either.
Monica,I don’t think mine likes me either.
Ross,Maybe it’s a universal thing?
Joey,"Or maybe, it’s because you’re hanging around here at 11:30 on a Wednesday."
