Rachel,Hi!
Ross,Hey!
Monica,Hey!
Rachel,"So, I’m in my apartment doing the Soap Opera Digest crossword puzzle, and guess who the clue is for three down."
Joey,"Three down, Days Of Our Lives star blank Tribbiani. That’s me!! I’m blank!!"
Monica,How cool is this?! We know three down! I’m touching three down!
Joey,Yeah you are baby.
Monica,"Three down knows I’m married, what’s three down doin’?"
Rachel,So did they call you to tell you your name’s gonna be in this?
Joey,"No. They really like me over there. They want to do a big profile on me, but I said no."
Ross,Why’d you say no?
Joey,"Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, and then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time."
Chandler,If only there was something in your head to control the things you say.
Rachel,"Oh, come on Joey! You will totally keep it in check this time, and plus y’know the publicity would be really good for your career! And you deserve that! And if you do the interview you can mention, oh I don’t know, gal pal Rachel Green?"
Chandler,Is that gal pal spelled L-O-S-E-R?
Rachel,"Okay, don’t listen to him. Please?"
Joey,"Fine! All right, I’ll do it. But hey! You guys have to be at the next table so you can stop me if I y’know, start to say something stupid."
Ross,"Just then or-or all the time, ‘cause we-we have jobs y’know."
Rachel,"Come on! We will be there for you the whole time! Just remember gal pal Rachel Green.  Ha-ha! I’m gonna be in Soap Opera Digest! And not just in the dumb crossword puzzle.  Seriously, proud of you."
Joey,Yeah.
The Interviewer,I really appreciate you taking the time to do this.
Joey,"Oh, not at all. Happy to do it."
Monica,You think we’re being obvious?
Chandler,"No, we’re just four people with neck problems. You talk like this."
The Interviewer,Y’know I think its great you wanted to meet here. Y’know when most people hear the magazine is paying for it they want to go to a big fancy restaurant.
Joey,"Actually, I didn’t know the magazine was paying for it. Wouldn’t have mattered, I’m doing this for the fans, not for the free food."
Gunther,Can I get you anything?
The Interviewer,"Umm, I’ll have a cup of coffee."
Joey,And I’ll have all the muffins.
Phoebe,Hey!
Ross,Shhh! We’re not talking.
Phoebe,Oh. Finally! Oh.
The Interviewer,"So, according to your bio, you’ve done quite a bit of work before Days of Our Lives. Anything you’re particularly proud of?"
Host,"Folks, has this ever happened to you. You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open."
Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!"
Mike,And there is Kevin.
Mike,"This is the first time he’s ever used this product, he's never used this product before, you're gonna see how easy this is to do.  Go ahead.  This works with any milk carton."
Joey,"Wow, it is easy.  Now, I can have milk everyday."
Lauren,So this is it? Victor?
Joey,"Yeah, I guess it is. And so… I’m gonna get on this spaceship,  and I’m gonna go to Blargon 7 in search of alternative fuels. But when I return, 200 years from now, you’ll be long gone. But I won’t have aged at all.  So you tell your great-great-granddaughter to look me up, because Adrienne… baby…I’m gonna want to meet her."
Joey,"Shh, OK, here I come, here I come. See I'm comin' to fix the copier, I can't get to the copier, I'm thinkin' what do I do, what do I do…so I just watch 'em have sex. And then I say, wait, here's my line,  you know that's bad for the paper tray."
Chandler,Nice work my friend.
Joey,"Thank you. Wait-wait-wait-wait, you see me again. Hang on, the guy's butt's blockin' me. There I am, there I am, there I am, there I am, there I am…"
Joey,"Well, there are so many things, it’s hard to pick just one."
Phoebe,"I’m gonna get some coffee, anyone want anything?"
Rachel,"Oh yeah, I’d actually love a blueberry muffin and a chamomile tea."
Ross,"Uh, double latte, extra foam."
Chandler,And a bagel with only…
Phoebe,I was just being polite!
The Interviewer,"Okay, how about when you’re not working. What do you do in your spare time?"
Joey,Look at this clown! Just because he’s got a bigger boat he thinks he can take up the whole river.  Get out of the way jackass!  Who names their boat Coast Guard anyway?
Rachel,That is the Coast Guard.
Joey,What are they doing out here? The coast’s all the way over there.
Chandler,Hey!
Phoebe,Hey! Check it out! This is unbelievable! Joey has been holding his breath for almost four minutes!
Joey,Dude! What are yo—you trying to kill me?!
Chandler,"Well, I see you've had a very productive day. Don't you think the cowboy hat is a little much?"
Ross,"Come on, it's fun!"
Chandler,All right!  Isn't this a woman's hat?
Joey,"Dude, stop talking crazy and make us some tea!"
Chandler,"Y’know what, we have to turn off the porn."
Joey,I think you’re right.
Chandler,"All right, ready?"
Joey,One.
Chandler,Two.
Both,Three.
Joey,That’s kinda nice.
Chandler,"Yeah, that’s kinda a relief."
Joey,Yeah.
Chandler,You wanna see if we still have it?
Joey,Yeah.
Chandler,FREE PORN!!!
Joey,Yeah!!
Chandler,We have free porn here!!!
Joey,"In my spare time I uh, read to the blind. And I’m also a mento for the kids. Y’know a mento, a role model."
The Interviewer,A mento…
Joey,Right.
The Interviewer,Like the candy?
Joey,"Matter of fact, I do."
The Interviewer,"Well umm, another thing our readers always want to know is how our soap stars stay in such great shape. Do you have some kind of fitness regime?"
Joey,"Uh, we stars just try to eat right and get lots of exercise."
Joey,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?"
Ross,Are you serious?!
Joey,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.
Ross,Wow! We are pretty good at this!
Joey,Yeah!
Ross,Hey! We totally forgot about lunch!
Joey,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!"
Chandler,What’s wrong with you?
Joey,"Nothing! Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since. But um, I don’t think it’s anything serious."
Chandler,This sounds like a hernia. You have to—you-you—Go to the doctor!
Joey,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!  Why did I have to start working out again?  Damn you 15s!"
Rachel,"It’s a trifle. It’s got all of these layers. First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch. [Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something’s wrong.] then a little more custard, and then bananas, and then I just put some whipped cream on top!"
Ross,It tastes like feet!
Joey,I like it.
Ross,Are you kidding?
Joey,What’s not to like? Custard? Good. Jam? Good. Meat? Good.
Joey,"The fridge broke. I have to eat everything. Cold cuts, ice cream, limes—Hey, what was in that brown jar?"
Chandler,That’s still in there?!
Joey,Not anymore.
Rachel,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!
Chandler,Stick to your side!
Rachel,"Hey, come on now!"
Joey,"All right, what are we havin’?"
Joey,"Uhh, I don’t believe in these crazy diets y’know, just everything in moderation."
Gunther,Your muffins.
Joey,I’ll take those to go.  For the kids.
The Interviewer,"Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?"
Joey,"It was so stupid, I said some stuff in an interview that I shouldn’t have said. But believe me, that’s not gonna happen today."
The Interviewer,"Understood. So, what’d you say back then?"
Joey,"Well, I said that I…"
Joey,"You guys, this is Shelley, she’s interviewing me for Soap Opera Digest, and Shelley, this are my friends…"
Rachel,"Hi! I’m gal pal Rachel Green, and if you want the dirt, I’m the one you come too. This might be Joey’s baby , who knows? I’m just kidding—Seriously,  gal pal Rachel Green."
Ross,Who just lost the respect of her unborn child.
The Interviewer,"Umm, I’m gonna just go get this warmed up."
Joey,Okay.
Monica,Joey! You’re doing great!
Ross,"Yeah, so far nothing stupid."
Chandler,Mento?
Joey,No thanks.
The Interviewer,"So, as Joey’s friends, is there anything that you guys think our readers ought to know?"
Ross,"Uh no, no just-just that he is a great guy."
Rachel,"Yeah, that’s gonna get you into Soap Opera Digest. Well I……I would just like to say that Joey truly has enriched the days of our lives."
Phoebe,"Umm, I…I just think you don’t expect someone so hot to be so sweet."
The Interviewer,Oh! I like that. What’s your name?
Phoebe,"Umm, Phoebe Buffay."
The Interviewer,How do you spell that? So we can get it right.
Phoebe,"Oh okay, it’s P as in Phoebe, H as in hoebe, O as in oebe, E as in ebe, B as in bee-bee and E as in  ‘Ello there mate!"
The Interviewer,"Great! Well, it was nice meeting all of you."
Ross,"Yeah, you too."
Rachel,You too!
Chandler,Thanks.
Monica,Bye.
The Interviewer,"So it seems like you have a lot of friends, who would you say is your best friend?"
Joey,"How come you have two? Chandler: Well this one's for you. Joey: Get out. Chandler: No, I can't. No-no, listen, I, I know how much this means to you and I also know that this is about more than just jewelry,  it's about you and me and the fact that we're  best buds. Joey: Wow, is this friendship? I think so. Check it out, we're bracelet buddies. Chandler: That's what they'll call us. [The next one is from Episode 618: The One Where Ross Dates A Student.]"
Rachel,"Oh, Joey! Sorry!"
Joey,No that’s all right. Don’t worry about it.
Rachel,Oh but look! That’s gonna leave a stain!
Joey,Rach! Hey! It’s fine! You’re at Joey’s!
Rachel,Really?
Joey,Yeah! Look!
Rachel,I’ve never lived like this before.
Joey,I know.
Joey,"All right, don’t waste it, I mean its still food."
Ross,"All right I've been feeling incredibly guilty about this, because I wanna be a good friend, and damnit I am a good friend. So just, just shut up and close your eyes ."
Joey,"Wow, you are a good friend, 'course the audition was this morning, and I didn't get it. But that was a hell of a kiss. Rachel is a very lucky girl."
Joey,All right. Let's get the contestants out of their isolation booths.  And they're off!
Phoebe,Get your foot off my contestant! Judge!
Joey,"Judge rules, no violation."
Phoebe,Ohhh.
Joey,And the duck gets the Nutter-Butter!
Phoebe,"No!! Hey-hey that's not a Nutter-Butter, that's just an old Wonton!"
Joey,"Judge rules, Nutter-Butter."
Phoebe,"Ohh, tough call."
Joey,Yeah.
Joey,I’d seen this thing on The Discovery Channel...
Ross,"Wait a minute! I saw that! On The Discovery Channel, yeah! About jellyfish and how if you...  Ewwww!! You peed on yourself?!"
Monica,"You can’t say that!! You-you don’t know!! I mean I thought I was gonna pass out from the pain! Anyway I-I tried, but I-I couldn’t...bend that way. So..."
Phoebe,Ewwww!!
Ross,Ewwww!!
Rachel,Ewwww!!
Joey,"That’s right I stepped up! She’s my friend and she needed help! And if I had too, I’d pee on anyone of you!"
Joey,"Umm, no. No best friend, no. Just a lot of close friends."
The Interviewer,"So umm, now back to the show. How does it feel to have a huge gay fan base?"
Joey,Really? Me? Wow! I don’t even know any huge gay people!
Chandler,It hurts me. It physically hurts me.
The Interviewer,"Now, off the record, you’re not…"
Joey,"What? Are you referring to my man's bag? At first, I thought it just looked good, but it's practical too. Check it out! It's got compartments for all your stuff! Your wallet! Your keys! Your address book!"
Ross,Your make-up!
Ross,Okay. Now-now-now should I climb down your front so we’re face to face or-or should I climb down your back so we’re-we’re butt to face.
Joey,I think face to face.
Ross,I would say that.
Joey,"Face to face, yeah!"
Ross,"Okay, here I go."
Joey,All right.
Joey,Oh my… How much do you weigh Ross?!
